What,Timestamp,Email Address,I enjoy reading the notes. (1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I understand what was taught in the notes. (1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I will recommend these notes to my friends.(1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I enjoy doing the activities. (1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I understand what was taught through the activities. (1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I will recommend the activities to my friends.(1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),How long do you think you spent on this lesson?,Please rate your overall experience. Is this experience satisfying?,Age,"Additional feedback. Please write down if you have some thoughts on what you like about the lesson, what you think could be improved or some other feedback. All feedback are welcomed! "
FBD-Lesson1,8/21/2021 10:45:05,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,Very helpful
FBD-Lesson1,8/21/2021 11:22:54,,10,8,10,8,8,8,Between 30 to 60 minutes,Very satisfying,17,This lesson teach me about how is the internet work. It's also really helpfull for my knowledge.
FBD-Lesson1,8/21/2021 11:58:36,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson1,8/21/2021 12:17:08,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,14,This lesson are very facsinating.Also I can know more about internet.
FBD-Lesson1,8/21/2021 12:17:54,,10,8,10,10,10,10,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson1,8/21/2021 12:27:53,,8,10,10,10,10,8,Less than 30 minutes,Satisfying,14,
FBD-Lesson1,8/21/2021 12:44:11,,8,8,6,8,6,6,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson1,8/21/2021 12:50:21,,10,10,10,10,8,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson1,8/21/2021 13:13:23,,10,10,10,8,10,10,Between 30 to 60 minutes,Satisfying,14,those information are good and  informative
FBD-Lesson1,8/21/2021 13:20:57,,8,10,8,8,10,8,Less than 30 minutes,Satisfying,13,
FBD-Lesson1,8/21/2021 13:25:49,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,14,informative 
FBD-Lesson1,8/21/2021 13:50:57,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,15,
FBD-Lesson1,8/21/2021 13:52:08,,8,8,8,8,8,10,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/21/2021 14:13:34,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson1,8/21/2021 14:19:32,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/21/2021 14:27:08,,8,10,10,8,8,8,Less than 30 minutes,Not sure,14,
FBD-Lesson1,8/21/2021 14:54:53,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,
FBD-Lesson1,8/21/2021 15:48:53,,10,10,8,10,10,8,Between 30 to 60 minutes,Very satisfying,14,Thank you very much for the informations about Internet. The notes provided there it really useful for me and I learnt some new things.
FBD-Lesson1,8/21/2021 16:31:36,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,13,
FBD-Lesson1,8/21/2021 17:24:58,,10,10,10,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson1,8/21/2021 17:30:18,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,14,
FBD-Lesson1,8/21/2021 17:38:06,,8,8,8,8,8,8,Between 30 to 60 minutes,Not sure,15,
FBD-Lesson1,8/21/2021 17:43:04,,10,8,10,8,8,8,More than 90 minutes,Satisfying,17,I think all of this lesson overall is good and  I don't have any of suggestion to improve this lesson . 
FBD-Lesson1,8/21/2021 18:01:17,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,"All of then good, but the layout on website kinda less mobile-friendly"
FBD-Lesson1,8/21/2021 18:08:35,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,I can get many information about internet and what is the purpose of using internet and how to use internet wisely.
FBD-Lesson1,8/21/2021 18:16:59,,10,8,10,10,8,10,Less than 30 minutes,Satisfying,17,
FBD-Lesson1,8/21/2021 18:40:00,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson1,8/21/2021 18:40:23,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,
FBD-Lesson1,8/21/2021 18:43:05,,8,8,8,8,8,8,Less than 30 minutes,Not sure,15,-
FBD-Lesson1,8/21/2021 18:51:32,,10,10,10,10,10,10,More than 90 minutes,Very satisfying,17,I think this lesson overall is good and I haven't any of kind suggestton in improved of this lesson
FBD-Lesson1,8/21/2021 18:59:38,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,15,"I dont think this lesson needs an improvement,it is already good and easy to understand"
FBD-Lesson1,8/21/2021 19:42:31,,10,10,10,10,8,8,Less than 30 minutes,Satisfying,14,-
FBD-Lesson1,8/21/2021 19:44:42,,8,8,6,8,8,6,Between 30 to 60 minutes,Satisfying,14,-
FBD-Lesson1,8/21/2021 19:50:19,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,14,The notes are interesting and I could understand what was taught in the notes .Great!
FBD-Lesson1,8/21/2021 20:07:14,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,good
FBD-Lesson1,8/21/2021 20:18:07,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,Very informative and pictures are very beautiful.
FBD-Lesson1,8/21/2021 20:18:40,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,
FBD-Lesson1,8/21/2021 20:24:15,,10,10,10,10,10,10,Less than 30 minutes,Not sure,15,I really like this lesson because it is easy to understand
FBD-Lesson1,8/21/2021 20:24:20,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson1,8/21/2021 20:27:53,,10,10,10,10,10,10,Less than 30 minutes,Not sure,15,I really like this lesson because it is easy to understand
FBD-Lesson1,8/21/2021 20:35:33,,8,10,10,6,10,10,Less than 30 minutes,Satisfying,15,it's was good i kinda like it
FBD-Lesson1,8/21/2021 20:42:26,,10,8,10,10,8,10,Less than 30 minutes,Satisfying,16,Its very exciting to learn through the new think about digital world!!
FBD-Lesson1,8/21/2021 20:57:27,,8,10,10,8,6,6,Less than 30 minutes,Not sure,16,
FBD-Lesson1,8/21/2021 20:59:23,,6,6,8,6,6,6,Less than 30 minutes,Satisfying,16,
FBD-Lesson1,8/21/2021 21:04:54,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson1,8/21/2021 21:07:51,,8,6,8,8,6,8,Less than 30 minutes,Satisfying,16,Everything is good
FBD-Lesson1,8/21/2021 21:11:27,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,15,"I LIKE THE LESSON BECAUSE IT TEACH US HOW TO USE AND PROTECT OUR INTERNET
"
FBD-Lesson1,8/21/2021 21:21:19,,8,8,8,8,8,8,Between 30 to 60 minutes,Very satisfying,17,
FBD-Lesson1,8/21/2021 21:32:55,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,Its quite great!
FBD-Lesson1,8/21/2021 21:34:15,,8,10,8,8,10,8,Less than 30 minutes,Satisfying,13,
FBD-Lesson1,8/21/2021 21:34:20,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,All are great! I enjoyed this lesson . 
FBD-Lesson1,8/21/2021 21:34:22,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,All are great! I enjoy joining this lesson. I'll definitely join this again.  
FBD-Lesson1,8/21/2021 21:34:50,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,All are superb. I enjoy the lesson.
FBD-Lesson1,8/21/2021 21:34:55,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,14,All are great.I enjoy this lesson.
FBD-Lesson1,8/21/2021 21:39:48,,8,8,8,8,8,10,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/21/2021 21:51:51,,8,6,8,8,6,8,Between 30 to 60 minutes,Satisfying,17,You can put quiz for every sub topic
FBD-Lesson1,8/21/2021 22:12:57,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,Everything was great !
FBD-Lesson1,8/21/2021 22:28:21,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,gooodd
FBD-Lesson1,8/21/2021 22:29:01,,10,8,10,10,10,10,Less than 30 minutes,Satisfying,16,The UI is great.
FBD-Lesson1,8/21/2021 22:44:17,,10,10,10,10,8,10,Less than 30 minutes,Very satisfying,14,
FBD-Lesson1,8/21/2021 22:46:29,,10,8,8,4,8,6,Less than 30 minutes,Satisfying,17,
FBD-Lesson1,8/21/2021 22:52:46,,6,8,6,8,10,6,Less than 30 minutes,Not sure,16,I feel that there is too much text for explaining simple and obvious information. Would be better if there were more activities and interesting facts sprinkled around the lesson. 
FBD-Lesson1,8/21/2021 22:57:31,,8,8,8,8,10,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson1,8/21/2021 23:06:12,,10,10,10,8,10,10,Less than 30 minutes,Very satisfying,15,
FBD-Lesson1,8/21/2021 23:21:25,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson1,8/21/2021 23:24:46,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,16,
FBD-Lesson1,8/22/2021 0:03:09,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson1,8/22/2021 0:06:41,,8,10,8,6,10,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson1,8/22/2021 0:14:50,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,I REALLY ENJOY IT!! THANK YOU 
FBD-Lesson1,8/22/2021 0:21:56,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,I REALLY ENJOY IT!! THANK YOU 
FBD-Lesson1,8/22/2021 0:30:58,,8,8,8,8,10,8,Less than 30 minutes,Satisfying,16,-
FBD-Lesson1,8/22/2021 0:33:59,,10,10,10,8,8,8,Less than 30 minutes,Satisfying,15,
FBD-Lesson1,8/22/2021 1:30:37,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,14,
FBD-Lesson1,8/22/2021 9:55:33,,6,6,8,6,6,8,Between 30 to 60 minutes,Not sure,15,
FBD-Lesson1,8/22/2021 10:02:13,,8,8,6,6,8,6,Less than 30 minutes,Satisfying,14,"Overall, it is quite detailed and easily understandable."
FBD-Lesson1,8/22/2021 10:08:52,,10,8,10,10,10,8,Less than 30 minutes,Very satisfying,13,
FBD-Lesson1,8/22/2021 10:18:17,,8,8,8,10,8,8,Between 30 to 60 minutes,Satisfying,14,Thanks for created this activities.It is interesting and let me learn some knowledges.Thank you!
FBD-Lesson1,8/22/2021 10:30:41,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson1,8/22/2021 11:10:54,,10,8,6,4,8,6,Less than 30 minutes,Not sure,14,"ok
"
FBD-Lesson1,8/22/2021 11:22:02,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,17,Great information!
FBD-Lesson1,8/22/2021 12:08:46,,6,6,6,6,6,6,Between 60 to 90 minutes,Not sure,15,
FBD-Lesson1,8/22/2021 12:14:41,,10,10,8,10,10,10,Less than 30 minutes,Satisfying,15,
FBD-Lesson1,8/22/2021 12:22:58,,10,10,10,10,10,10,Between 60 to 90 minutes,Very satisfying,15,"I UNDERRSTAND 
"
FBD-Lesson1,8/22/2021 12:27:51,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,15,
FBD-Lesson1,8/22/2021 12:30:35,,8,10,8,8,10,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson1,8/22/2021 12:47:43,,10,10,8,8,10,8,Less than 30 minutes,Very satisfying,15,
FBD-Lesson1,8/22/2021 13:12:01,,6,6,6,6,6,6,Less than 30 minutes,Not sure,16,
FBD-Lesson1,8/22/2021 13:20:26,,8,6,8,8,6,8,Between 30 to 60 minutes,Satisfying,17,This lesson is pretty good for the student and has an excellent explanation.
FBD-Lesson1,8/22/2021 13:44:54,,8,8,10,8,8,10,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/22/2021 14:27:47,,10,8,10,10,8,10,Between 30 to 60 minutes,Satisfying,17,good
FBD-Lesson1,8/22/2021 14:46:44,,10,8,8,10,8,10,Less than 30 minutes,Satisfying,14,
FBD-Lesson1,8/22/2021 15:19:45,,8,8,8,8,8,8,Between 30 to 60 minutes,Not sure,15,
FBD-Lesson1,8/22/2021 15:42:18,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson1,8/22/2021 16:02:38,,10,10,10,6,8,8,Between 30 to 60 minutes,Not sure,14,
FBD-Lesson1,8/22/2021 16:37:41,,10,10,10,10,10,10,More than 90 minutes,Very satisfying,14,
FBD-Lesson1,8/22/2021 16:46:55,,10,10,8,10,10,8,Between 30 to 60 minutes,Very satisfying,15,
FBD-Lesson1,8/22/2021 16:54:36,,6,8,6,8,6,6,Between 30 to 60 minutes,Not sure,14,
FBD-Lesson1,8/22/2021 17:01:26,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,15,NONE
FBD-Lesson1,8/22/2021 17:20:27,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson1,8/22/2021 17:37:15,,8,8,6,8,8,6,More than 90 minutes,Satisfying,14,Fun
FBD-Lesson1,8/22/2021 18:04:47,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,14,Nothing
FBD-Lesson1,8/22/2021 18:05:18,,8,8,8,8,8,6,Between 30 to 60 minutes,Satisfying,17,This lesson include some words that are hard for students to understand its meaning.
FBD-Lesson1,8/22/2021 18:31:55,,8,8,10,8,8,10,Less than 30 minutes,Satisfying,15,
FBD-Lesson1,8/22/2021 18:52:15,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson1,8/22/2021 19:11:56,,10,8,8,10,10,10,Between 30 to 60 minutes,Very satisfying,16,
FBD-Lesson1,8/22/2021 19:51:09,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,16,I know more deeply and this really helped me
FBD-Lesson1,8/22/2021 19:54:02,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,I learned a lot from this lesson. Thank you so much ^^
FBD-Lesson1,8/22/2021 20:28:10,,8,6,8,6,6,6,Between 30 to 60 minutes,Not sure,15,
FBD-Lesson1,8/22/2021 20:35:31,,8,10,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,Everything in this lesson are absolutely compact and easy to understand for me! 
FBD-Lesson1,8/22/2021 20:43:56,,8,8,6,8,8,6,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson1,8/22/2021 20:53:53,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/22/2021 21:12:52,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,14,
FBD-Lesson1,8/22/2021 21:35:10,,6,6,6,6,6,6,Less than 30 minutes,Not sure,15,
FBD-Lesson1,8/22/2021 21:51:01,,10,8,10,10,8,10,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson1,8/22/2021 22:08:43,,6,6,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson1,8/22/2021 22:50:57,,8,10,8,6,10,6,Less than 30 minutes,Very satisfying,15,Great illustrations and design! Well put lesson and knowledge could be easily attained which was great!
FBD-Lesson1,8/22/2021 22:54:44,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson1,8/22/2021 23:08:36,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,The lesson are so interactive.
FBD-Lesson1,8/22/2021 23:09:44,,8,8,8,8,6,8,Less than 30 minutes,Satisfying,15,"Its so awesome
"
FBD-Lesson1,8/22/2021 23:27:55,,10,4,10,10,6,10,Between 30 to 60 minutes,Satisfying,14,NO IT IS GOOD
FBD-Lesson1,8/22/2021 23:43:09,,8,10,6,10,10,8,Less than 30 minutes,Not sure,16,
FBD-Lesson1,8/22/2021 23:55:17,,10,6,10,10,6,10,Between 30 to 60 minutes,Very satisfying,14,no it is good
FBD-Lesson1,8/23/2021 0:15:26,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/23/2021 0:27:43,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,BEST!
FBD-Lesson1,8/23/2021 0:47:04,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,NICE CONTENT
FBD-Lesson1,8/23/2021 1:11:53,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,
FBD-Lesson1,8/23/2021 1:29:03,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,-
FBD-Lesson1,8/23/2021 8:18:37,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,16,
FBD-Lesson1,8/23/2021 9:02:49,,6,8,6,6,6,6,Between 30 to 60 minutes,Not sure,15,NO
FBD-Lesson1,8/23/2021 9:19:04,,10,10,8,8,10,8,Less than 30 minutes,Very satisfying,14,
FBD-Lesson1,8/23/2021 9:27:07,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,I learned about meaning of internet
FBD-Lesson1,8/23/2021 9:39:06,,6,8,8,6,8,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson1,8/23/2021 9:47:59,,6,6,6,6,6,6,Less than 30 minutes,Satisfying,13,I think the design of the webpage can be more aesthetic and I suggest that you could add some animations in the lesson webpage.
FBD-Lesson1,8/23/2021 9:52:20,,6,6,6,6,6,6,Less than 30 minutes,Not sure,16,
FBD-Lesson1,8/23/2021 10:02:42,,8,10,8,8,10,8,Less than 30 minutes,Satisfying,15,
FBD-Lesson1,8/23/2021 10:36:33,,10,8,8,10,8,8,Less than 30 minutes,Satisfying,14,
FBD-Lesson1,8/23/2021 10:38:58,,10,8,8,10,10,8,Between 60 to 90 minutes,Satisfying,15,
FBD-Lesson1,8/23/2021 10:39:12,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,I loved the graphics. It made the lesson more interesting and fun.
FBD-Lesson1,8/23/2021 11:18:07,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson1,8/23/2021 12:59:21,,8,8,8,8,8,10,Between 30 to 60 minutes,Very satisfying,16,I VERY ENJOYED WITH THIS QUIZ 
FBD-Lesson1,8/23/2021 13:18:19,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,13,
FBD-Lesson1,8/23/2021 13:23:18,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson1,8/23/2021 13:51:27,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson1,8/23/2021 13:57:15,,8,8,8,8,4,8,Less than 30 minutes,Satisfying,15,
FBD-Lesson1,8/23/2021 14:05:03,,8,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,
FBD-Lesson1,8/23/2021 14:15:23,,6,8,8,8,8,8,Between 30 to 60 minutes,Not sure,17,Adding some tutorial video/animation would be more interesting. 
FBD-Lesson1,8/23/2021 14:23:22,,8,8,6,6,10,10,Less than 30 minutes,Satisfying,14,
FBD-Lesson1,8/23/2021 14:32:46,,8,6,8,8,6,8,Between 30 to 60 minutes,Not sure,15,
FBD-Lesson1,8/23/2021 14:40:01,,6,6,6,8,8,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson1,8/23/2021 14:43:56,,10,10,10,10,8,8,Less than 30 minutes,Satisfying,13,
FBD-Lesson1,8/23/2021 14:47:38,,10,8,10,8,8,10,Between 60 to 90 minutes,Satisfying,16,All people should know how to use internet with correctly 
FBD-Lesson1,8/23/2021 15:00:47,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson1,8/23/2021 15:23:15,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,14,.
FBD-Lesson1,8/23/2021 15:27:34,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,"let us watch some 
videos"
FBD-Lesson1,8/23/2021 15:37:39,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/23/2021 15:48:45,,10,8,10,8,8,8,Between 30 to 60 minutes,Satisfying,16,Maybe you can make bubble maps. It is easier to understand.
FBD-Lesson1,8/23/2021 16:04:34,,8,8,10,8,8,10,Less than 30 minutes,Very satisfying,16,I LIKE THIS ACTIVITIES
FBD-Lesson1,8/23/2021 16:15:36,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,VERY ENJOY
FBD-Lesson1,8/23/2021 16:20:26,,8,8,8,8,10,8,Less than 30 minutes,Satisfying,17,I AM UNDERSTAND THE LESSON 
FBD-Lesson1,8/23/2021 16:34:06,,10,8,8,8,8,8,Between 30 to 60 minutes,Very satisfying,15,
FBD-Lesson1,8/23/2021 17:00:26,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,13,
FBD-Lesson1,8/23/2021 17:10:30,,2,2,2,2,2,2,Between 30 to 60 minutes,Very satisfying,16,Yes it will be improved
FBD-Lesson1,8/23/2021 17:10:39,,2,2,2,2,2,2,Less than 30 minutes,Satisfying,16,Yes. It will be improved
FBD-Lesson1,8/23/2021 17:15:24,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,16,
FBD-Lesson1,8/23/2021 17:26:31,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,None! I really enjoyed the lesson and I love the overall design of it :)
FBD-Lesson1,8/23/2021 17:28:38,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,13,
FBD-Lesson1,8/23/2021 17:33:25,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,I don't have any opinion
FBD-Lesson1,8/23/2021 17:57:22,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,
FBD-Lesson1,8/23/2021 17:58:20,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,
FBD-Lesson1,8/23/2021 18:22:35,,8,8,8,8,8,8,Between 30 to 60 minutes,Not sure,17,
FBD-Lesson1,8/23/2021 18:24:59,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,15,
FBD-Lesson1,8/23/2021 18:37:06,,10,8,10,10,8,8,Less than 30 minutes,Very satisfying,15,
FBD-Lesson1,8/23/2021 18:44:12,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,
FBD-Lesson1,8/23/2021 18:50:52,,10,10,8,10,10,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson1,8/23/2021 18:54:44,,8,10,8,8,8,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson1,8/23/2021 19:22:59,,6,6,8,6,6,8,Between 30 to 60 minutes,Not sure,15,
FBD-Lesson1,8/23/2021 19:41:02,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson1,8/23/2021 19:48:58,,10,10,10,8,8,10,Between 30 to 60 minutes,Not sure,16,
FBD-Lesson1,8/23/2021 19:52:31,,8,8,8,8,8,8,Between 30 to 60 minutes,Not sure,17,
FBD-Lesson1,8/23/2021 20:01:27,,10,8,10,10,8,10,Between 60 to 90 minutes,Satisfying,14,
FBD-Lesson1,8/23/2021 20:17:53,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson1,8/23/2021 20:18:03,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson1,8/23/2021 20:21:05,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,13,
FBD-Lesson1,8/23/2021 20:45:45,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,15,
FBD-Lesson1,8/23/2021 21:02:26,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,"I like how there are colourful graphics and some cool games to play with so that I won't feel bored throughout the study process. Other than that, the use of language was also very clear and easy to understand so it would be great to share with others!"
FBD-Lesson1,8/23/2021 21:07:27,,10,10,10,10,8,8,Between 30 to 60 minutes,Very satisfying,16,"Overall the lesson was great !! i do understand well , thank a lot , much love xx"
FBD-Lesson1,8/23/2021 21:12:33,,10,8,8,10,8,8,Less than 30 minutes,Satisfying,15,-
FBD-Lesson1,8/23/2021 21:15:40,,10,8,10,10,8,10,Between 30 to 60 minutes,Very satisfying,15,
FBD-Lesson1,8/23/2021 21:16:07,,10,10,10,10,8,10,Between 60 to 90 minutes,Very satisfying,15,
FBD-Lesson1,8/23/2021 21:27:26,,8,6,8,6,8,6,Between 30 to 60 minutes,Not sure,16,Its great..
FBD-Lesson1,8/23/2021 21:42:16,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,
FBD-Lesson1,8/23/2021 21:42:36,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson1,8/23/2021 21:48:41,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson1,8/23/2021 21:50:18,,10,10,10,10,10,10,Between 60 to 90 minutes,Very satisfying,16,
FBD-Lesson1,8/23/2021 21:58:29,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/23/2021 22:03:14,,8,8,10,8,8,8,Between 60 to 90 minutes,Satisfying,16,"Awesome, I got so much to learn today. "
FBD-Lesson1,8/23/2021 22:11:15,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,Maybe you can add some interesting video to attract the readers and the participants.thank you
FBD-Lesson1,8/23/2021 22:12:10,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,16,Yes. It will be improvement me
FBD-Lesson1,8/23/2021 22:13:05,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,yes it will be improved
FBD-Lesson1,8/23/2021 22:37:43,,8,6,8,8,8,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson1,8/23/2021 22:45:39,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,maybe add some animation?
FBD-Lesson1,8/23/2021 22:54:03,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,14,
FBD-Lesson1,8/23/2021 23:24:53,,8,8,6,8,8,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson1,8/23/2021 23:25:33,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,Well done.
FBD-Lesson1,8/23/2021 23:30:29,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,"good, well done!"
FBD-Lesson1,8/23/2021 23:30:08,,8,8,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,It could have been more fun if there’s a game or video. 
FBD-Lesson1,8/23/2021 23:32:27,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,well done
FBD-Lesson1,8/23/2021 23:34:39,,4,4,2,2,4,2,Between 30 to 60 minutes,Satisfying,15,Thats incredibly helpful!😍
FBD-Lesson1,8/23/2021 23:48:47,,10,10,10,10,10,10,Between 60 to 90 minutes,Very satisfying,16,Well done
FBD-Lesson1,8/24/2021 9:24:46,,8,8,6,8,8,6,Less than 30 minutes,Not sure,15,"I can't see some of the images, maybe because of the Internet problem. Besides, the activities are very small and difficult to complete in phones."
FBD-Lesson1,8/24/2021 10:28:31,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson1,8/24/2021 11:16:41,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson1,8/24/2021 11:43:11,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,14,
FBD-Lesson1,8/24/2021 11:49:29,,8,8,8,8,8,8,Between 60 to 90 minutes,Satisfying,14,It was very satisfying and interesting to read.
