What,Timestamp,Email Address,I enjoy reading the notes. (1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I understand what was taught in the notes. (1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I will recommend these notes to my friends.(1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I enjoy doing the activities. (1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I understand what was taught through the activities. (1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I will recommend the activities to my friends.(1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),How long do you think you spent on this lesson?,Please rate your overall experience. Is this experience satisfying?,Age,"Additional feedback. Please write down if you have some thoughts on what you like about the lesson, what you think could be improved or some other feedback. All feedback are welcomed! "
FBD-Lesson4,8/24/2021 21:06:14,,8,3,6,8,6,6,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson4,8/24/2021 21:10:40,,8,4,8,8,8,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson4,8/24/2021 21:13:54,,10,4,10,10,8,10,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson4,8/24/2021 21:14:15,,10,4,8,8,10,8,Between 30 to 60 minutes,Satisfying,17,A good info.
FBD-Lesson4,8/24/2021 21:16:31,,10,5,10,10,10,10,Less than 30 minutes,Satisfying,14,
FBD-Lesson4,8/24/2021 21:18:34,,10,4,10,10,10,10,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson4,8/24/2021 21:26:03,,8,2,6,6,10,10,Less than 30 minutes,Not sure,14,
FBD-Lesson4,8/24/2021 21:33:27,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,15,I love the games in between the notes! It can make me understand the notes better!
FBD-Lesson4,8/24/2021 21:38:33,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,15,
FBD-Lesson4,8/24/2021 21:48:33,,10,4,10,10,8,10,Less than 30 minutes,Not sure,16,
FBD-Lesson4,8/24/2021 21:53:16,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,"The little games in between are fun and helpful, the choice of arrangements of information also makes the reading experience much more comfortable. I don't feel burdened at all having to read the information."
FBD-Lesson4,8/24/2021 21:53:42,,8,4,8,8,8,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson4,8/24/2021 21:59:55,,8,5,8,8,10,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson4,8/24/2021 22:02:34,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,17,
FBD-Lesson4,8/24/2021 22:07:05,,8,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson4,8/24/2021 22:07:24,,8,4,8,8,8,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson4,8/24/2021 22:10:29,,2,1,2,2,2,2,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson4,8/24/2021 22:10:35,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,15,
FBD-Lesson4,8/24/2021 22:13:37,,10,5,10,10,10,10,Between 30 to 60 minutes,Satisfying,16,everything is easy to learn in the lesson.
FBD-Lesson4,8/24/2021 22:17:53,,6,3,6,6,6,6,Between 30 to 60 minutes,Not sure,15,
FBD-Lesson4,8/24/2021 22:28:50,,10,5,10,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson4,8/24/2021 22:31:48,,8,4,8,8,8,8,Between 60 to 90 minutes,Not sure,16,
FBD-Lesson4,8/24/2021 22:34:36,,8,3,6,8,6,6,Less than 30 minutes,Not sure,17,
FBD-Lesson4,8/24/2021 22:37:41,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,
FBD-Lesson4,8/24/2021 22:40:22,,10,5,10,8,6,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson4,8/24/2021 22:41:26,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,15,nonee
FBD-Lesson4,8/24/2021 22:52:41,,8,3,10,8,6,10,Less than 30 minutes,Satisfying,15,-
FBD-Lesson4,8/24/2021 22:54:09,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson4,8/24/2021 22:56:38,,8,5,8,8,10,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson4,8/24/2021 23:06:10,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,14,
FBD-Lesson4,8/24/2021 23:14:58,,10,5,10,10,10,10,Between 60 to 90 minutes,Satisfying,16,
FBD-Lesson4,8/24/2021 23:16:20,,10,5,10,8,8,8,Less than 30 minutes,Satisfying,14,Very cool
FBD-Lesson4,8/24/2021 23:35:21,,10,5,10,10,10,10,Less than 30 minutes,Satisfying,16,LOVE IT
FBD-Lesson4,8/25/2021 0:02:56,,10,5,10,10,10,10,Less than 30 minutes,Very not satisfying,15,
FBD-Lesson4,8/25/2021 0:23:51,,8,4,8,8,8,8,Between 60 to 90 minutes,Satisfying,16,
FBD-Lesson4,8/25/2021 0:29:09,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,
FBD-Lesson4,8/25/2021 0:34:11,,8,4,8,8,8,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson4,8/25/2021 0:38:43,,8,4,8,8,8,8,Between 60 to 90 minutes,Satisfying,16,
FBD-Lesson4,8/25/2021 1:09:38,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,16,Helpful information 
FBD-Lesson4,8/25/2021 1:58:42,,6,3,6,8,8,8,Between 60 to 90 minutes,Not sure,17,
FBD-Lesson4,8/25/2021 2:04:02,,8,5,8,8,8,8,Less than 30 minutes,Satisfying,14,
FBD-Lesson4,8/25/2021 6:51:38,,10,5,10,10,10,10,More than 90 minutes,Very satisfying,16,
FBD-Lesson4,8/25/2021 7:56:10,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,17,
FBD-Lesson4,8/25/2021 8:59:35,,10,5,10,10,10,10,Less than 30 minutes,Satisfying,15,
FBD-Lesson4,8/25/2021 10:43:42,,10,4,10,10,10,10,Less than 30 minutes,Satisfying,15,
FBD-Lesson4,8/25/2021 11:07:32,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,
FBD-Lesson4,8/25/2021 11:46:18,,8,4,6,8,8,6,Less than 30 minutes,Satisfying,13,-
FBD-Lesson4,8/25/2021 12:14:35,,8,4,8,8,8,6,Less than 30 minutes,Satisfying,13,-
FBD-Lesson4,8/25/2021 12:35:03,,10,5,10,10,10,10,Less than 30 minutes,Satisfying,16,enjoy
FBD-Lesson4,8/25/2021 13:04:46,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson4,8/25/2021 13:11:44,,10,5,10,8,10,10,Less than 30 minutes,Very satisfying,14,
FBD-Lesson4,8/25/2021 14:02:11,,10,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson4,8/25/2021 14:18:02,,8,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson4,8/25/2021 14:48:30,,10,5,10,10,10,10,More than 90 minutes,Satisfying,15,-
FBD-Lesson4,8/25/2021 15:14:33,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson4,8/25/2021 15:46:26,,10,5,10,10,10,8,Less than 30 minutes,Satisfying,15,
FBD-Lesson4,8/25/2021 15:51:51,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,17,
FBD-Lesson4,8/25/2021 17:23:16,,8,4,8,8,8,8,Less than 30 minutes,Satisfying,15,
FBD-Lesson4,8/25/2021 18:00:21,,8,3,10,8,6,10,Less than 30 minutes,Satisfying,14,
FBD-Lesson4,8/25/2021 20:06:43,,10,5,10,10,10,10,Between 30 to 60 minutes,Satisfying,13,
FBD-Lesson4,8/25/2021 20:29:37,,8,5,8,8,10,8,Between 30 to 60 minutes,Satisfying,15,-
FBD-Lesson4,8/25/2021 20:34:26,,8,4,8,8,8,8,Between 60 to 90 minutes,Satisfying,16,
FBD-Lesson4,8/25/2021 21:04:22,,10,5,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,Fun and interactive. Very nice
FBD-Lesson4,8/25/2021 21:24:47,,8,4,8,8,8,8,Less than 30 minutes,Not sure,16,Nothing
FBD-Lesson4,8/25/2021 21:42:09,,8,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson4,8/25/2021 21:56:38,,10,5,10,10,10,10,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson4,8/25/2021 22:17:00,,10,5,10,10,10,10,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson4,8/25/2021 22:21:31,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,16,it  was very fun!!
FBD-Lesson4,8/25/2021 22:21:39,,10,4,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson4,8/25/2021 22:41:38,,6,3,8,6,6,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson4,8/25/2021 22:41:46,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,13,
FBD-Lesson4,8/25/2021 22:50:50,,10,5,10,10,10,10,Less than 30 minutes,Very satisfying,15,
FBD-Lesson4,8/25/2021 23:11:54,,8,4,6,8,8,6,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson4,8/26/2021 22:42:54,,8,4,10,8,10,8,Less than 30 minutes,Satisfying,14,
FBD-Lesson4,10/8/2021 22:51,,8,4,8,8,8,8,Less than 30 minutes,Satisfying,18,
